module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
Dynamic Forms,TC_346,Quick List should be added,Transactions - Assessment Request - Personal - Add to Quick List,Verify User is able to Add to Quick List Based on Personal Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Enter UHID and Click on Personal Radio Button
6.Select from Quick List Form, select desired Forms and Click  on Add button  
7.Select from List of Form Request
8.Click on Add to Quick List",User should be able to raise Request to Quick List. This should be able t o view under Personal Column,Automation ,P2,Sankar,High,V3,Function 
Dynamic Forms,TC_347,Quick List should be added,Transactions - Assessment Request - Personal - Add Existing Quick List,Verify User is able to Add to Existing Quick List Based on Personal Details,"""1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Click on Location Radio Button
6.Select Patient Type and Speciality 
7.List of Forms will be displayed, select desired Forms and Click  on Add button
8.Select from List of Form Request
9.Click on Request",User should be able to Add to Existing Quick List Based on Personal Details,Automation ,P2,Sankar,High,V18,Function 
Dynamic Forms,TC_348,,Transactions - View Request,Verify User is able to view the Request Raised,"""1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> View Request
5.Enter UHID/From Date - To Date/Patient Name/Bed No and click View Button",User should be able to View Raised Request Details,Automation ,P2,Sankar,High,V1,Function 
Dynamic Forms,TC_349,,Transactions - View Request - Perform Request - Calculate,Verify User is able to Calculate to do Perform Request,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> View Request
5.Enter UHID/From Date - To Date/Patient Name/Bed No and click View Button
6.Under Selected Request Click on Perform   Request Form
7.Enter Details and Click on Calculate",User should be able to Calculate with Sucessful Calculation Message,Automation ,P2,Sankar,High,V3,Function 
Dynamic Forms,TC_350,,Transactions - View Request - Perform Request - Update Draft,Verify User is able to Update Draft to do Perform Request,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> View Request
5.Enter UHID/From Date - To Date/Patient Name/Bed No and click View Button
6.Under Selected Request Click on Perform   Request Form
7.Enter Details and Click on Update Draft",User should be able to Update Draft with Sucessful Updation Message,Automation ,P2,Sankar,High,V9,Function 
Dynamic Forms,TC_351,,Transactions - View Request - Perform Request - Print Draft,Verify User is able to Print Draft to do Perform Request,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> View Request
5.Enter UHID/From Date - To Date/Patient Name/Bed No and click View Button
6.Under Selected Request Click on Perform   Request Form
7.Enter Details and Click on Print Draft",User should be able to Print Draft with Sucessful Updation Message,Automation ,P2,Sankar,High,V9,Function 
Emergency,TC_352,,Emergency-Masters-Patient Type Master-Save,Verify user is able to Save Patient Type Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Patient Type Master
5.Enter From Age, To Age and Select Month/Year
6.Enter Patient Type Code, Description and Select Active
7.Click on Save",Patient Type Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V10,Function 
Emergency,TC_353,,Emergency-Masters-Patient Type Master-Update,Verify user is able to Update Patient Type Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Patient Type Master
5.Click on View and Click on Update Icon
6.Modify Existing Details and Click on Update Option",Patient Type Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V3,Function 
Emergency,TC_354,,Emergency-Masters-Patient Type Master-Delete,Verify user is able to Delete Patient Type Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Patient Type Master
5.Click on View and Click on Delete Icon
6.Click ok on the popup displayed",Patient Type Deleted Message Should be Displayed,Manual,P1,Sumitha,Critical,V13,Function 
Emergency,TC_355,,Emergency-Masters-Conditions Master-Add Conditions-Save,Verify user is able to Save Add Conditions in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Enter Add Condition, Description and Condition Code
6.Select Active and Click on Save",Triage Condition Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V8,Function 
Emergency,TC_356,,Emergency-Masters-Conditions Master-Add Conditions-Update,Verify user is able to Update Add Conditions in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Click on View and Click on Update Icon
6.Modify Existing Details and Click on Update Option",Triage Condition Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V8,Function 
Emergency,TC_357,,Emergency-Masters-Conditions Master-Add Conditions-Delete,Verify user is able to Delete Add Conditions in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Click on View and Click on Delete Icon
6.Click ok on the popup displayed",Condition Deleted Message Should be Displayed,Manual,P1,Sumitha,Critical,V10,Function 
Emergency,TC_358,,Emergency-Masters-Conditions Master-Map Requests-Save,Verify user is able to Save Map Requests in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Click on Map Requests Tab
6.Select Condition, Patient Type and Priority
7.Click on Save",Condition-Priority Mapping Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V11,Function 
Emergency,TC_359,,Emergency-Masters-Conditions Master-Map Requests-Update,Verify user is able to Update Map Requests in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Click on View and Click on Update Icon
6.Modify Existing Details and Click on Update Option",Condition-Priority Mapping Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V11,Function 
Emergency,TC_360,,Emergency-Masters-Conditions Master-Map Requests-Delete,Verify user is able to Delete Map Requests in Conditions Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Conditions Master
5.Click on View and Click on Delete Icon
6.Click ok on the popup displayed",Condition-Mapping Deleted Message Should be Displayed,Manual,P1,Sumitha,Critical,V1,Function 
Emergency,TC_361,,Emergency-Masters-Parameter Master-Vital Groups-Save,Verify user is able to Save Vital Groups in Parameter Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Parameter Master
5.Enter Vital Group, Description, Vital Group Code and Select Active
6.Click on Save",Vital Group Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V11,Function 
Emergency,TC_362,,Emergency-Masters-Parameter Master-Vital Groups-Update,Verify user is able to Update Vital Groups in Parameter Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Parameter Master
5.Click on View and Click on Update Icon
6.Modify Existing Details and Click on Update Option",Vital Group Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V3,Function 
Emergency,TC_363,,Emergency-Masters-Parameter Master-Vital Groups-Delete,Verify user is able to Delete Vital Groups in Parameter Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Parameter Master
5.Click on View and Click on Delete Icon
6.Click ok on the popup displayed",Vital Group Deleted Message Should be Displayed,Manual,P1,Sumitha,Critical,V11,Function 
Emergency,TC_364,,Emergency-Masters-Parameter Master-Vital Signs-Save,Verify user is able to Save Vital Signs in Parameter Master,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Patient Service Tab and select Emergency from the drop down.
4.Navigate to Functions ->Masters ->Parameter Master
5.Click on Vital Signs Tab
6.Select Vital Group and Active
7.Enter VitalSign, VitalSign Code and 	Description
8.Click on Save",Vital Sign Saved Message Should be Displayed,Manual,P1,Sumitha,Critical,V9,Function 
